id,desc,memo,ship_skin_id,draw_able_name,parameter,mode,start_value,range,parts_data,ignore_react,react_condition,ignore_action,range_abs,drag_direct,react_pos_x,react_pos_y,offset_circle,offset_x,offset_y,smooth,revert_smooth,revert,save_parameter,revert_action_index,revert_idle_index,gyro,gyro_x,gyro_y,gyro_z,limit_time,listener_data,action_trigger,action_trigger_active,shop_action,relation_parameter
70502211,,suweiaitongmeng_3,705022,TouchIdle5,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5}",,
70502212,,suweiaitongmeng_3,705022,TouchIdle6,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6,idle_focus = 1}",,
70502213,,suweiaitongmeng_3,705022,TouchIdle7,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {},idle = 0}",,
70502214,,suweiaitongmeng_3,705022,TouchDrag3,touch_drag1,2,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,3,"{type=1,change={{2,{'touch_drag5'},0}}}","{type = 2,target = 1,action = 'touch_drag3',time=1}",,,
70502215,,suweiaitongmeng_3,705022,TouchDrag4,touch_drag15,2,0,"{0,1}",,1,,1,1,0,,,,0,0,3000,100,-1,,,,0,0,0,0,3,"{type=1,change={{2,{'touch_drag5'},0}}}","{type = 2,target = 1,action = 'touch_drag4',time=3}",,,
70502216,,suweiaitongmeng_3,705022,TouchDrag5,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag5'}",,,
70502217,,suweiaitongmeng_3,705022,TouchDrag13,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle20'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 16}",,
70502218,,suweiaitongmeng_3,705022,TouchIdle8,touch_drag12,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=3,change={{2,{7},0}}}","{type = 2 ,action = 'touch_idle6', target=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7}",,
70502219,,suweiaitongmeng_3,705022,TouchIdle9,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8,idle_focus = 1}",,
70502220,,suweiaitongmeng_3,705022,TouchIdle10,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",,
70502221,,suweiaitongmeng_3,705022,TouchIdle11,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable = {},ignore = {},idle = 0}",,
70502222,,suweiaitongmeng_3,705022,TouchIdle12,touch_drag13,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=3,change={{2,{10},0}}}","{type = 2 ,action = 'touch_idle9', target=1}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 10}",,
70502223,,suweiaitongmeng_3,705022,TouchIdle13,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'idle',target = 0}","{enable =  {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 11,idle_focus = 1}",,
70502224,,suweiaitongmeng_3,705022,TouchIdle14,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle10'}","{enable = {},ignore = {},idle = 0}",,
70502225,a1~c3是五子棋参数,suweiaitongmeng_3,705022,TouchDrag14,a1,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=1}",,,
70502226,,suweiaitongmeng_3,705022,TouchDrag15,a2,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=2}",,,
70502227,,suweiaitongmeng_3,705022,TouchDrag16,a3,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=3}",,,
70502228,,suweiaitongmeng_3,705022,TouchDrag17,b1,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=4}",,,
70502229,,suweiaitongmeng_3,705022,TouchDrag18,b2,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=5}",,,
70502230,,suweiaitongmeng_3,705022,TouchDrag19,b3,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=6}",,,
70502231,,suweiaitongmeng_3,705022,TouchDrag20,c1,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=7}",,,
70502232,,suweiaitongmeng_3,705022,TouchDrag21,c2,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=8}",,,
70502233,,suweiaitongmeng_3,705022,TouchDrag22,c3,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,1,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8','touch_idle10'},0}}}","{type=15,index=9}",,,
70502234,,suweiaitongmeng_3,705022,,touch_drag2,2,0,"{0,1}",,1,,1,1,0,,,,0,0,480,300,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag6'},0},{2,{'touch_idle16','touch_idle17','touch_idle18','touch_idle19'},1}}}",{type = 7},,,
70502235,准星XY组合拖拽,suweiaitongmeng_3,705022,TouchDrag7,,2,0,"{-1,1}",,1,,1,0,0,,,,14,6,100,50,50,,,1,0,0,0,0,,,,,0,"{list={{name='touch_drag3',type=101},{name='touch_drag4',type=102}}}"
70502236,准星XY组合拖拽,suweiaitongmeng_3,705022,TouchDrag11,,2,0,"{-1,1}",,1,,1,0,0,,,,14,6,100,50,50,,,1,0,0,0,0,,,,,0,"{list={{name='touch_drag8',type=101},{name='touch_drag9',type=102}}}"
70502237,准星XY组合拖拽,suweiaitongmeng_3,705022,TouchDrag12,,2,0,"{-1,1}",,1,,1,0,0,,,,-14,-6,100,50,50,,,1,0,0,0,0,,,,,0,"{list={{name='touch_drag11',type=101},{name='touch_drag10',type=102}}}"
70502238,,suweiaitongmeng_3,705022,TouchDrag8,touch_drag5,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
70502239,,suweiaitongmeng_3,705022,TouchDrag9,touch_drag6,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
70502240,,suweiaitongmeng_3,705022,TouchDrag10,touch_drag7,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
70502241,,suweiaitongmeng_3,705022,TouchDrag7,,2,0,"{0,1}",,1,,1,0,1,,,,70,0,100,100,1,,,1,0,0,0,0,,,"{type=1,action='touch_drag7',time=0.5,num=1}",,,
70502242,,suweiaitongmeng_3,705022,TouchDrag11,,2,0,"{0,1}",,1,,1,0,1,,,,70,0,100,100,1,,,1,0,0,0,0,,,"{type=1,action='touch_drag8',time=0.5,num=1}",,,
70502243,,suweiaitongmeng_3,705022,TouchDrag12,,2,0,"{0,1}",,1,,1,0,1,,,,70,0,100,100,1,,,1,0,0,0,0,,,"{type=1,action='touch_drag9',time=0.5,num=1}",,,
70502244,,suweiaitongmeng_3,705022,TouchIdle15,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12}",,
70502245,,suweiaitongmeng_3,705022,TouchIdle16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle13'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 13}",,
70502246,,suweiaitongmeng_3,705022,TouchIdle17,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14}",,
70502247,,suweiaitongmeng_3,705022,TouchIdle18,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 15}",,
70502248,,suweiaitongmeng_3,705022,TouchIdle19,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {},ignore = {},idle = 0}",,
70502249,,suweiaitongmeng_3,705022,TouchIdle20,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle17'}","{enable = {},ignore = {},idle = 0}",,
70502250,,suweiaitongmeng_3,705022,TouchIdle21,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle18'}","{enable = {},ignore = {},idle = 0}",,
70502251,,suweiaitongmeng_3,705022,TouchIdle22,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle19'}","{enable = {},ignore = {},idle = 0}",,
70502252,五子棋胜利,suweiaitongmeng_3,705022,TouchDrag14,,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=16,win=1,action='touch_idle6'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7}",,
70502253,五子棋失败,suweiaitongmeng_3,705022,TouchDrag14,,1,0,"{-1,1}",,1,,1,0,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type=16,win=0,action='touch_idle9'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 10}",,
70502254,,suweiaitongmeng_3,705022,TouchDrag6,empty,2,0,"{0,1}",,1,,1,0,1,,,,0,0,100,100,1,,,,0,0,0,0,,,"{type=2,action='touch_drag6'}",,,
70502255,,suweiaitongmeng_3,705022,TouchDrag23,touch_drag19,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_idle8'},0},{2,{'touch_idle10'},0}}}","{type = 2,target = 1,circle = true}",,,
70502256,,suweiaitongmeng_3,705022,,touch_drag16,2,0,"{0,1}",,1,,1,1,0,,,,0,0,480,300,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag6'},0},{2,{'touch_idle19','touch_idle18','touch_idle17',},1}}}",{type = 7},,,
70502257,,suweiaitongmeng_3,705022,,touch_drag17,2,0,"{0,1}",,1,,1,1,0,,,,0,0,480,300,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag6'},0},{2,{'touch_idle19','touch_idle18'},1}}}",{type = 7},,,
70502258,,suweiaitongmeng_3,705022,,touch_drag18,2,0,"{0,1}",,1,,1,1,0,,,,0,0,480,300,-1,,,,0,0,0,0,1,"{type=1,change={{2,{'touch_drag6'},0},{2,{'touch_idle19'},1}}}",{type = 7},,,
30516101,,jinjiang_2,305161,TouchDrag45,empty,1,0,"{0,1}",,1,{idle_on={0}},1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag38'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 17}",,
30516102,,jinjiang_2,305161,TouchDrag46,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag39'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 18}",,
30516103,,jinjiang_2,305161,TouchDrag47,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag40'}","{enable = {},ignore = {},idle = 0}",,
30516104,,jinjiang_2,305161,TouchDrag35,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag35'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 15}",,
30516105,,jinjiang_2,305161,TouchDrag36,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag36'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 16}",,
30516106,,jinjiang_2,305161,TouchDrag37,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag37'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 15}",,
30516107,,jinjiang_2,305161,TouchDrag44,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag43'}",,,
30516108,,jinjiang_2,305161,TouchDrag43,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_drag42'}","{enable = {},ignore = {},idle = 0}",,
30516109,,jinjiang_2,305161,TouchIdle1,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle1'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30516110,part,jinjiang_2,305161,TouchDrag3,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag3',focus = 1,down=1}",,,
30516111,,jinjiang_2,305161,TouchDrag6,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag5',focus = 1,down=1}",,,
30516112,,jinjiang_2,305161,TouchIdle2,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle2'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
30516113,,jinjiang_2,305161,TouchIdle3,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle3'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 4}",,
30516114,,jinjiang_2,305161,TouchIdle4,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle4'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 5}",,
30516115,,jinjiang_2,305161,TouchIdle5,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle5'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
30516116,,jinjiang_2,305161,TouchIdle6,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle6'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 3}",,
30516117,,jinjiang_2,305161,TouchIdle7,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle7'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30516118,,jinjiang_2,305161,TouchDrag11,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag9',focus = 1,down=1}",,,
30516119,,jinjiang_2,305161,TouchDrag14,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag11',focus = 1,down=1}",,,
30516120,part,jinjiang_2,305161,TouchIdle8,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle8'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
30516121,,jinjiang_2,305161,TouchIdle9,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle9'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 7}",,
30516122,,jinjiang_2,305161,TouchIdle10,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle10'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 8}",,
30516123,,jinjiang_2,305161,TouchIdle11,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle11'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
30516124,,jinjiang_2,305161,TouchDrag16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle12'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 6}",,
30516125,,jinjiang_2,305161,TouchIdle13,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle13'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30516126,part,jinjiang_2,305161,TouchDrag19,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag15',focus = 1,down=1}",,,
30516127,,jinjiang_2,305161,TouchDrag22,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag17',focus = 1,down=1}",,,
30516128,,jinjiang_2,305161,TouchIdle14,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle14'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",,
30516129,,jinjiang_2,305161,TouchIdle15,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle15'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 10}",,
30516130,,jinjiang_2,305161,TouchIdle16,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle16'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 11}",,
30516131,,jinjiang_2,305161,TouchIdle17,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle17'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",,
30516132,,jinjiang_2,305161,TouchIdle18,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle18'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 9}",,
30516133,,jinjiang_2,305161,TouchIdle19,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle19'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30516134,part,jinjiang_2,305161,TouchDrag27,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag28',focus = 1,down=1}",,,
30516135,,jinjiang_2,305161,TouchDrag30,empty,1,0,"{0,1}",,1,,0,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,0.1,,"{type = 2 ,action = 'touch_drag30',focus = 1,down=1}",,,
30516136,,jinjiang_2,305161,TouchIdle20,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle20'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12}",,
30516137,,jinjiang_2,305161,TouchIdle21,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle21'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 13}",,
30516138,,jinjiang_2,305161,TouchIdle22,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle22'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 14}",,
30516139,,jinjiang_2,305161,TouchIdle23,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle23'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12}",,
30516140,,jinjiang_2,305161,TouchIdle24,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle24'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 12}",,
30516141,,jinjiang_2,305161,TouchIdle25,empty,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2 ,action = 'touch_idle25'}","{enable = {},ignore = {'idle','main_1','main_2','main_3','main_4','mission','mission_complete','complete','login','home','mail','touch_body','touch_head'},idle = 2}",,
30516142,,jinjiang_2,305161,TouchDrag41,Stock1,1,0,"{0,1}",,1,,1,1,1,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
30516143,,jinjiang_2,305161,TouchDrag42,Stock2,1,0,"{0,1}",,1,,1,1,1,,,,0,-150,100,100,-1,,,,0,0,0,0,1,,,,,
30516144,,jinjiang_2,305161,TouchDrag40,DeepDark,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
30516145,,jinjiang_2,305161,TouchDrag39,EarBinding,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
30516146,,jinjiang_2,305161,TouchDrag38,MoveBand,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
30516147,,jinjiang_2,305161,TouchDrag48,TailOff,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
30516148,,jinjiang_2,305161,TouchDrag1,AllUIOff,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
30516149,,jinjiang_2,305161,TouchDrag49,ChangeColorUIOn,1,0,"{0,1}",,1,,1,1,0,,,,0,0,100,100,-1,,,,0,0,0,0,1,,"{type = 2,target = 1,circle = true}",,,
